"","rii","rii_infci","rii_supci","encuesta","risk_factor","sexo","sii","sii_infci","sii_supci"
"45",1.29428815863391,1.1518054443004,1.4543965266612,2011,"hta","women",8.35131411839398,5.41304529915012,11.2895829376379
"46",2.5531548145872,2.13768005489982,3.04938032813115,2014,"hta","women",25.5981835836293,21.1527841648855,30.0435830023731
"47",1.90795574332604,1.63884061672932,2.22126244695831,2017,"hta","women",23.1431901525681,18.7457478098703,27.540632495266
"48",1.5387608270272,1.32956068537683,1.78087763035979,2020,"hta","women",19.7234294627357,15.2801950581652,24.1666638673062
"49",1.88136819972422,1.48317558183384,2.38646478966243,2001,"col","overall",6.82946263240006,4.2941845718567,9.36474069294342
"50",1.94098171499682,1.29990048326755,2.89822956945278,2003,"col","overall",4.85151774717722,2.38907058450837,7.31396490984608
"51",1.42498913383255,1.21113103889844,1.67660968658497,2006,"col","overall",5.14919823326164,2.64528758781084,7.65310887871243
"52",1.03889403516348,0.948288626504983,1.13815644955708,2011,"col","overall",0.617104186989928,-0.932154768676783,2.16636314265664
"53",1.13935310080728,1.00767880181858,1.28823339934947,2014,"col","overall",7.22568912126805,5.18373059861282,9.26764764392328
"54",1.09086173929475,0.978618818177278,1.21597838929111,2017,"col","overall",9.39153448781325,7.07954808735791,11.7035208882686
"55",1.17263610759141,1.04798780725034,1.31211015177266,2020,"col","overall",7.86543613024618,5.43812087916773,10.2927513813246
"56",1.54120615499731,1.12189617660772,2.11723371710192,2001,"col","men",4.81814837958919,1.65677394957342,7.97952280960496
"57",1.40358761930276,0.77090415312867,2.55551639858809,2003,"col","men",1.723563843102,-0.788711913970878,4.23583960017488
"58",1.01804649623753,0.803797027473636,1.28940346017329,2006,"col","men",-0.145782837205951,-3.76886039136804,3.47729471695614
"59",0.878215338522255,0.767997497273154,1.0042509038821,2011,"col","men",-1.12118758477219,-2.90015953656694,0.657784367022548
"60",0.982270081135133,0.827541701705248,1.16592856928542,2014,"col","men",1.23376690114072,-2.16058453064937,4.6281183329308
"61",0.967782054954539,0.831415773788118,1.12651471793067,2017,"col","men",2.94133474993669,-0.766551119211478,6.64922061908485
"62",1.1248601732585,0.960924695309358,1.31676333802181,2020,"col","men",6.76733201992972,3.02306772560053,10.5115963142589
"63",2.39642782368161,1.66541325885636,3.44831307399282,2001,"col","women",8.67560468887082,5.6323058257178,11.7189035520238
"64",2.45946220760185,1.43143646382391,4.22579311306818,2003,"col","women",6.31709097907726,2.88469417107303,9.74948778708149
"65",1.81947658458618,1.44955066115034,2.28380775545315,2006,"col","women",8.51465950181203,5.44066234618368,11.5886566574404
"66",1.20542316202215,1.06363702594097,1.36610983267907,2011,"col","women",2.92889730090733,0.437418079970812,5.42037652184384
"67",1.28841921337135,1.07781929941091,1.54016918261878,2014,"col","women",9.66933668651313,6.28596898406681,13.0527043889594
"68",1.22021781157521,1.04298494118409,1.42756759843056,2017,"col","women",10.0077088465659,6.63038416446641,13.3850335286654
"69",1.20125117406969,1.02214030615174,1.41174785351785,2020,"col","women",7.33328443249298,4.30883624695423,10.3577326180317
