"","rii","rii_infci","rii_supci","encuesta","risk_factor","sexo","sii","sii_infci","sii_supci"
"45",1.10081007579154,0.992791759034942,1.22058106540097,2006,"col","overall",1.03793019201759,-0.2683512089325,2.34421159296768
"46",1.11325620757276,1.02362989265242,1.2107299646046,2011,"col","overall",-0.105060119938114,-1.37924412132943,1.1691238814532
"47",1.06322003592401,0.965994812794672,1.17023076088768,2014,"col","overall",-0.123909775374272,-1.12492000721651,0.877100456467969
"48",1.08434389560599,0.987997184278505,1.19008606770131,2017,"col","overall",-0.334120536308129,-1.53371828131154,0.865477208695279
"49",1.23225378387603,1.11416783028329,1.36285517011446,2020,"col","overall",4.24723208085116,2.60514457441234,5.88931958728998
"50",1.13511964412433,0.888907327140556,1.4495286146665,2001,"col","men",1.18840454687057,-0.102981322651225,2.47979041639236
"51",1.18744803963124,0.944934924903703,1.49220100735273,2003,"col","men",0.100260703012029,-0.558057857520889,0.758579263544946
"52",1.01125272291138,0.861966675047534,1.18639397461543,2006,"col","men",0.182902472501996,-2.05515250959747,2.42095745460146
"53",0.958813887081509,0.849439188562412,1.08227178877421,2011,"col","men",5.57223537074911,3.97357045650554,7.17090028499269
"54",0.998825680286704,0.868520988939582,1.14868005759801,2014,"col","men",0.221332192166456,-0.955977965539771,1.39864234987268
"55",1.03417286109719,0.904337030443226,1.18264924538783,2017,"col","men",0.0207075359319197,-0.510783789447568,0.552198861311407
"56",1.1776694181557,1.01972205010499,1.36008165981739,2020,"col","men",2.2724322749373,0.396933305310414,4.14793124456419
"57",1.72080292187516,1.30779130601521,2.26424711826279,2001,"col","women",3.73850094178111,1.60710968746359,5.86989219609863
"58",1.32386261813114,1.10100385093424,1.59183115499358,2003,"col","women",2.51105874732683,1.11351089602451,3.90860659862914
"59",1.14740017237356,1.0021528100745,1.31369901109693,2006,"col","women",1.24026550994059,0.00604755793214198,2.47448346194903
"60",1.273122776607,1.1330027410006,1.4305716532372,2011,"col","women",-0.478773394022109,-2.16772512636554,1.21017833832132
"61",1.11371540423903,0.976095017662358,1.27073899486737,2014,"col","women",-0.1602149289495,-1.41090977866716,1.09047992076816
"62",1.12637545109086,0.989694769754032,1.28193226395998,2017,"col","women",-0.432579944705639,-1.93427450795284,1.06911461854156
"63",1.2752859646825,1.10748057769104,1.46851721328325,2020,"col","women",1.64775368737969,-0.118376683382254,3.41388405814163
